0	"MISSING"
1	"agua"
2	"urbano"
3	"pastagem"
4	"pastagem_em_AP"
5	"savanas"
6	"savanas_em_AP"
7	"florestas"
8	"florestas_em_AP"
9	"class_9"
11	"soja"
12	"cana_de_acucar"
13	"milho"
14	"algodao"
15	"arroz"
16	"trigo"
17	"feijao"
18	"cafe_arabica"
19	"cafe_robusta"
20	"laranja"
21	"mandioca"
22	"banana"
23	"cacau"
24	"fumo"
25	"milho_2s"
26	"feijao_2s"
30	"floresta_plantada"
35	"soja_milho_safrinha"
36	"soja_trigo"
37	"milho_trigo"
38	"soja_feijao"
39	"milho_feijao"
40	"feijao_feijao"
